node,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm,x_m,y_m,z_m,source_names,source_guids,status
11573,0.5422581485832368,1.6573401901939624,29.985908951685666,-0.0808026329985912,0.11874241303672778,-0.01439370707086592,9.375,6.025,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11574,2.420306985628119,4.26286600894409,80.82220766876284,-0.1940104860183281,0.5120328987109976,-0.06346087867953944,9.375,6.19,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11575,3.714457931681305,3.5865681232860784,78.0036129852287,-0.152715716515759,0.722791641374671,-0.05219588733964301,9.375,6.8,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11576,1.428064341826315,0.5682624847246629,26.150166231792333,-0.038146384049726464,0.3718113313504188,-0.019211289149271095,9.375,6.925,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11577,2.9697057810145546,0.25588755215309966,72.49784373949693,-0.05364647316395049,0.7252249013410701,0.01659359391114372,9.375,7.05,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11578,1.4962331213557416,-0.7484725711976186,112.36851415214005,0.0077960487698018124,0.6808898035060381,0.0790576461660531,9.375,7.6325,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11579,0.13303490787861785,-1.9291253781694477,107.43040192268393,0.07318613480769154,0.31117318898911417,0.04050965586660805,9.375,8.215,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11580,0.10157045106959263,-3.2065761210153267,104.26483976810894,0.12604007671355885,0.16678314644312853,0.020882686865167786,9.375,8.7975,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11581,0.023699546104220807,-3.321345702455423,76.46721604990569,0.1319132702558547,0.060876734677174776,0.015210707183934552,9.375,9.38,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11582,0.0009630455142632527,-2.75535524746562,50.083734974848305,0.11001503700621457,0.008524315017400717,0.009476970426932803,9.375,9.67,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11583,0.05137788916422624,-6.0108682490711605,86.10600557541167,0.24022718721602995,-0.09923376140543042,0.03695225024517019,9.375,9.96,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11584,-1.4622626354553607,-11.222110126325932,124.02034312768612,0.4832350318768849,-0.6451055144335914,0.11912319272611153,9.375,10.68,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11585,-2.804467146251982,-7.991532211405863,68.92839507861268,0.3645198265214974,-0.7411305238579098,0.07193019145478366,9.375,11.4,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11586,-0.4067211572773799,-0.6181467010323196,6.306901171778509,0.038644795974043585,-0.08469398517503926,-0.00012613128956837256,9.375,11.43,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11587,-0.5070299314915894,-0.6486080191179822,6.96637287741733,0.04355764081629473,-0.09371332458453635,-0.00333072491440458,9.375,11.465,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11588,-0.7783127759205721,-0.7889862032097819,9.293037065111609,0.05956994916736703,-0.12149885974911204,-0.013943295458615532,9.375,11.5,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11589,-0.1065408588885681,-1.3251696207505725,8.892161564117835,0.05951877209807246,-0.2110215271711312,0.06360782387502543,9.375,11.555,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11590,-1.0922220619308627,-1.475190523524609,13.98087182113123,0.10073261537983037,-0.1870005357327442,0.009064709416934151,9.375,11.59,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11591,-0.700994002786001,-5.966888651539316,13.310429897694737,0.07952824496267791,-0.14622181809734833,-0.029051684592855065,9.375,11.68,-1.8,SW-SHARED-STAIR-LIFT-BASE,1SnbtbDRLQCQ5gG71z3C5f,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11592,5.5304077403577185,1.3266882230205819,38.96574567688776,-0.22150014615255526,0.06887905859871091,-0.034105369347533804,9.5,4.625,-1.8,SW-LIFT-S-BASE,1NwgnMdQLKCA3SrwNet9UY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11593,1.054368861571362,2.0480758038803746,84.83991790357686,-0.26713092136860744,0.11098315756542795,-0.07544233687663988,9.925,4.625,-1.8,SW-LIFT-S-BASE,1NwgnMdQLKCA3SrwNet9UY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11594,3.8552630947419577,1.279127319419814,94.6672009850545,-0.00876312391486185,0.15449526974881525,-0.02319290799871771,10.525,4.625,-1.8,SW-LIFT-S-BASE,1NwgnMdQLKCA3SrwNet9UY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11595,4.934579436221409,0.9044954134686545,87.48932083027196,-0.01514315374416432,0.1458844266010046,0.044824708533253176,11.125,4.625,-1.8,SW-LIFT-S-BASE,1NwgnMdQLKCA3SrwNet9UY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11596,-3.407473798580116,0.47392756510541184,39.282761610062046,-0.06083096402941874,0.04147502226494613,0.03481531161042166,11.55,4.625,-1.8,SW-LIFT-S-BASE,1NwgnMdQLKCA3SrwNet9UY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11597,10.846880231726171,0.4070756977538993,45.346523662940534,-0.10339506529309639,0.27982756559933225,0.006969633511166208,9.5,6.925,-1.8,SW-LIFT-N-BASE,1SQIqqambK5xShVqIR1Opx,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11598,10.681112619215245,-0.13566073058690148,99.29828984501981,-0.1225670271787605,0.5275664266186451,-0.005545500769633208,9.925,6.925,-1.8,SW-LIFT-N-BASE,1SQIqqambK5xShVqIR1Opx,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11599,8.662536788223695,-1.7002188644855356,114.82088201519159,0.1388622029575122,0.41769230347746517,-0.043958038580837286,10.525,6.925,-1.8,SW-LIFT-N-BASE,1SQIqqambK5xShVqIR1Opx,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11600,3.928386400630176,-2.97642201612626,99.01310123898823,0.5177968220533972,0.17645583155676225,-0.09918727887746293,11.125,6.925,-1.8,SW-LIFT-N-BASE,1SQIqqambK5xShVqIR1Opx,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11601,-4.750103599583882,-1.9171832362080365,42.2994927443195,0.37296934888461364,0.012937110681273605,-0.04212721846990505,11.55,6.925,-1.8,SW-LIFT-N-BASE,1SQIqqambK5xShVqIR1Opx,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11602,-0.07842021346071323,5.648051007598861,11.005976605465365,-0.024647256317730126,0.012000370786264118,0.06208960491546292,11.675,4.5,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11603,0.18399121252061776,0.3153527891539234,12.745663617821158,-0.030491243946704567,0.0004605722929378643,0.0012630137213744015,11.675,4.6,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11604,0.6168699491266683,0.8136525535770796,15.700101957602971,-0.02409880149813349,0.050513815766088745,-0.044334958202878416,11.675,4.625,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11605,0.11521051137916986,0.7495086535384354,22.920764042899485,-0.028462563574227398,0.02469239069888883,-0.005172496530042009,11.675,4.75,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11606,0.24623890413220256,0.8770664412495401,51.54673083460971,-0.03359139240808252,0.057232787990839626,-0.00723994859013484,11.675,4.85,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11607,0.10395444306078766,-0.5286225972840377,79.222982744585,0.02747013015788804,0.06813846494958595,-0.00901592108326595,11.675,5.25,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11608,-0.13310663890547786,-1.9317919296389823,57.39866219611267,0.08823360439891689,0.03683330336235456,-0.0036173824211289114,11.675,5.61,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11609,-0.10387696973196907,-1.5813762525693909,30.0419476080315,0.07109255473477755,0.01699607793181123,0.0007369008454362596,11.675,5.8,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11610,-0.07170427137151628,-1.4996720360774214,23.089743735465348,0.06689957188608983,0.012428442205062822,0.0028163263561063355,11.675,5.9,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11611,-0.07142871220385578,-2.2484724733151635,29.39931486379141,0.09973161413083237,0.013136639003895847,0.006850451563636527,11.675,6.025,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11612,-0.2800962530701066,-7.2716417076146405,77.45129801338545,0.3482803287321588,0.011714925082948963,0.025244353613061,11.675,6.19,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11613,-0.4337917607783534,-8.216826584071631,73.77123632830198,0.39130054922470486,-0.017766718447205117,0.00978388145358626,11.675,6.8,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11614,0.3046953167755512,-3.1515896429950114,26.497464766858123,0.18216565910269428,0.006374530331396861,0.03930912206907653,11.675,6.925,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
11615,0.11473978308727736,-6.467934767675746,16.117222094485292,0.10273922976628896,-0.018096637184622004,-0.013106337511018824,11.675,7.05,-1.8,SW-LIFT-E-BASE,0YaItQau9QYhfv6PzWtpWY,H03_C_UNFACTORED_DIAGNOSTIC_FIXED_BASE_NOT_FOUNDATION_DESIGN
